rating_id,user_id,movie_id,rating,review_date
R10320,15130,1636,4.5,14-11-2024
R10321,15061,1597,4.5,14-11-2024
R10322,15225,4201,2.5,14-11-2024
R10323,15056,1477,4,14-11-2024
R10324,15056,650,2.5,14-11-2024
R10325,15019,2134,5,14-11-2024
R10326,15112,3803,5,14-11-2024
R10327,15022,2882,5,14-11-2024
R10328,15167,2806,5,14-11-2024
R10329,15220,109,4.5,14-11-2024
R10330,15213,2041,5,14-11-2024
R10331,15125,3019,5,14-11-2024
R10332,15213,2215,4.5,14-11-2024
R10333,15005,3224,2.5,14-11-2024
R10334,15194,321,5,14-11-2024
R10335,15082,3779,4.5,14-11-2024
R10336,15005,1107,4.5,14-11-2024
R10337,15056,118,4,14-11-2024
R10338,15023,2487,4.5,14-11-2024
R10339,15217,2842,4,14-11-2024
R10340,15168,454,5,14-11-2024
R10341,15169,1148,4,14-11-2024
R10342,15193,676,5,14-11-2024
R10343,15167,2090,4.5,14-11-2024
R10344,15110,513,3.5,14-11-2024
R10345,15000,2380,4,14-11-2024
R10346,15056,3783,5,14-11-2024
R10347,15095,1135,4,14-11-2024
R10348,15072,1388,4,14-11-2024
R10349,15198,3578,4.5,15-11-2024
R10350,15094,3826,4,15-11-2024
R10351,15056,3949,4,15-11-2024
R10352,15103,1482,4,15-11-2024
R10353,15158,135,3.5,15-11-2024
R10354,15249,525,4.5,15-11-2024
R10355,15110,3248,4,15-11-2024
R10356,15005,109,5,15-11-2024
R10357,15059,472,4.5,15-11-2024
R10358,15166,3787,3.5,15-11-2024
R10359,15020,1936,4.5,15-11-2024
R10360,15030,2027,3.5,15-11-2024
R10361,15105,2761,4.5,15-11-2024
R10362,15193,3423,5,15-11-2024
R10363,15052,1530,3.5,15-11-2024
R10364,15015,360,4,15-11-2024
R10365,15112,2697,3,15-11-2024
R10366,15107,662,4,15-11-2024
R10367,15078,570,4,15-11-2024
R10368,15178,2669,3.5,15-11-2024
R10369,15044,2897,4,15-11-2024
R10370,15165,507,4.5,15-11-2024
R10371,15112,2323,4.5,15-11-2024
R10372,15198,2349,4,15-11-2024
R10373,15020,3048,5,15-11-2024
R10374,15223,921,4.5,15-11-2024
R10375,15098,2626,2.5,15-11-2024
R10376,15004,2315,4.5,15-11-2024
R10377,15145,4160,1,15-11-2024
R10378,15165,1353,4,15-11-2024
R10379,15035,2663,3,15-11-2024
R10380,15061,1433,4.5,15-11-2024
R10381,15257,1175,3.5,15-11-2024
R10382,15168,3283,5,15-11-2024
R10383,15078,1134,3.5,15-11-2024
R10384,15030,1909,4.5,15-11-2024
R10385,15175,2640,2,15-11-2024
R10386,15168,1175,4.5,15-11-2024
R10387,15194,2531,4,15-11-2024
R10388,15257,1226,4.5,15-11-2024
R10389,15072,1277,4,15-11-2024
R10390,15167,2730,3,15-11-2024
R10391,15101,420,2.5,15-11-2024
R10392,15000,3031,4,15-11-2024
R10393,15167,1347,3.5,15-11-2024
R10394,15059,2113,4.5,15-11-2024
R10395,15119,3787,4,15-11-2024
R10396,15002,1433,3.5,15-11-2024
R10397,15178,1549,4,15-11-2024
R10398,15063,650,4,15-11-2024
R10399,15256,631,4.5,15-11-2024
R10400,15259,1612,2.5,15-11-2024
R10401,15259,2027,4,15-11-2024
R10402,15134,2697,5,15-11-2024
R10403,15175,1848,3,15-11-2024
R10404,15110,235,3,15-11-2024
R10405,15145,3278,3.5,15-11-2024
R10406,15110,1587,4,15-11-2024
R10407,15099,4200,4,15-11-2024
R10408,15274,3057,5,16-11-2024
R10409,15156,2549,2.5,16-11-2024
R10410,15052,2479,4,16-11-2024
R10411,15072,2389,4,16-11-2024
R10412,15225,2762,2,16-11-2024
R10413,15282,2865,3.5,16-11-2024
R10414,15236,3379,4.5,16-11-2024
R10415,15076,378,4.5,16-11-2024
R10416,15171,2145,3,16-11-2024
R10417,15270,3275,4,16-11-2024
R10418,15078,439,5,16-11-2024
R10419,15023,3423,5,16-11-2024
R10420,15019,86,2.5,16-11-2024
R10421,15104,1767,2.5,16-11-2024
R10422,15165,1107,3,16-11-2024
R10423,15273,1494,2.5,16-11-2024
R10424,15173,715,5,16-11-2024
R10425,15209,4049,4,16-11-2024
R10426,15098,3643,5,16-11-2024
R10427,15105,823,4.5,16-11-2024
R10428,15167,3731,4.5,16-11-2024
R10429,15277,799,5,16-11-2024
R10430,15272,3768,5,16-11-2024
R10431,15274,3260,5,16-11-2024
R10432,15273,2098,5,16-11-2024
R10433,15215,4212,4,16-11-2024
R10434,15227,2503,4.5,16-11-2024
R10435,15269,2741,2.5,16-11-2024
R10436,15103,3001,4.5,16-11-2024
R10437,15004,1936,4.5,16-11-2024
R10438,15152,3248,1,16-11-2024
R10439,15020,296,4,16-11-2024
R10440,15225,4049,4.1,16-11-2024
R10441,15269,3155,4.5,16-11-2024
R10442,15125,2202,4,16-11-2024
R10443,15220,3000,2,16-11-2024
R10444,15205,3416,4.5,16-11-2024
R10445,15193,2945,4,16-11-2024
R10446,15128,139,3,16-11-2024
R10447,15224,2654,2.5,16-11-2024
R10448,15074,3735,5,16-11-2024
R10449,15254,437,2,16-11-2024
R10450,15227,2027,3,16-11-2024
R10451,15120,1302,3,16-11-2024
R10453,15156,2894,4.5,16-11-2024
R10454,15227,331,4.5,16-11-2024
R10455,15077,3027,4,16-11-2024
R10456,15007,3644,3.5,16-11-2024
R10457,15237,1139,4,16-11-2024
R10458,15254,2598,3,16-11-2024
R10459,15237,2325,4,16-11-2024
R10460,15024,1529,3.5,16-11-2024
R10461,15130,13,5,16-11-2024
R10462,15115,2855,4,16-11-2024
R10463,15005,981,5,16-11-2024
R10464,15019,166,3,16-11-2024
R10465,15002,3148,3,16-11-2024
R10466,15002,3655,3.5,16-11-2024
R10467,15267,4019,4,16-11-2024
R10468,15021,2663,3.5,16-11-2024
R10469,15104,2942,4.5,16-11-2024
R10470,15275,1739,3.5,16-11-2024
R10471,15124,2595,2,16-11-2024
R10472,15079,1011,3,16-11-2024
R10473,15259,3901,3,16-11-2024
R10474,15073,4025,1.5,16-11-2024
R10475,15125,3061,4.5,16-11-2024
R10476,15274,1093,3.5,16-11-2024
R10477,15074,2251,3,16-11-2024
R10478,15274,1554,4,16-11-2024
R10479,15079,792,4,16-11-2024
R10480,15030,2729,4,16-11-2024
R10481,15168,1739,5,16-11-2024
R10482,15268,2132,4,16-11-2024
R10483,15211,3162,4.5,16-11-2024
R10484,15229,4147,3,16-11-2024
R10485,15040,109,5,16-11-2024
R10486,15005,2565,3.5,17-11-2024
R10487,15285,3710,5,17-11-2024
R10488,15167,2505,4,17-11-2024
R10489,15126,1909,5,17-11-2024
R10490,15145,3435,4.5,17-11-2024
R10491,15002,2778,3.5,17-11-2024
R10492,15015,1506,3.5,17-11-2024
R10493,15154,3643,4.5,17-11-2024
R10494,15275,3816,4.5,17-11-2024
R10496,15167,2287,4.5,17-11-2024
R10497,15085,2669,3,17-11-2024
R10498,15074,4159,3.5,17-11-2024
R10499,15000,2816,4.5,17-11-2024
R10500,15293,2652,3.5,17-11-2024
R10501,15120,4079,5,17-11-2024
R10502,15154,360,5,17-11-2024
R10503,15293,105,4.5,17-11-2024
R10504,15224,970,5,17-11-2024
R10505,15213,3409,5,17-11-2024
R10506,15152,234,5,17-11-2024
R10507,15257,3540,4,17-11-2024
R10508,15243,3006,4,17-11-2024
R10509,15104,3057,4,17-11-2024
R10510,15255,51,5,17-11-2024
R10511,15017,3651,3,17-11-2024
R10512,15268,1107,3.5,17-11-2024
R10513,15254,2479,4,17-11-2024
R10514,15261,1208,3.5,17-11-2024
R10515,15299,1767,3.5,17-11-2024
R10516,15175,3029,4,17-11-2024
R10517,15001,3932,4.5,17-11-2024
R10518,15139,3673,5,17-11-2024
R10519,15061,2278,4,17-11-2024
R10520,15030,14,3.5,17-11-2024
R10521,15152,421,5,17-11-2024
R10522,15150,1140,3,17-11-2024
R10523,15194,2349,4,17-11-2024
R10524,15225,4044,4,17-11-2024
R10525,15287,31,5,17-11-2024
R10526,15104,3932,5,17-11-2024
R10527,15005,4031,5,17-11-2024
R10528,15083,2611,2.5,17-11-2024
R10529,15275,1027,5,17-11-2024
R10530,15171,3299,4.5,17-11-2024
R10531,15274,4147,3.5,17-11-2024
R10532,15268,1295,5,17-11-2024
R10533,15167,17,4.5,17-11-2024
R10534,15269,558,3.5,17-11-2024
R10535,15270,109,2.5,17-11-2024
R10536,15152,821,4,17-11-2024
R10537,15243,331,5,17-11-2024
R10538,15169,1823,5,17-11-2024
R10539,15196,1371,4.5,17-11-2024
R10540,15020,2041,4,17-11-2024
R10541,15000,1364,1,17-11-2024
R10542,15095,2882,4.5,17-11-2024
R10543,15074,1909,5,17-11-2024
R10544,15134,2773,1,17-11-2024
R10545,15273,3787,4.5,17-11-2024
R10546,15198,790,5,17-11-2024
R10547,15277,3019,4.5,17-11-2024
R10548,15095,3355,4.5,17-11-2024
R10549,15035,3757,3.5,17-11-2024
R10550,15269,378,4.5,17-11-2024
R10551,15296,1739,4.5,17-11-2024
R10552,15076,2247,4,17-11-2024
R10553,15179,2730,3.5,17-11-2024
R10554,15056,3166,4,17-11-2024
R10555,15283,1471,4.5,17-11-2024
R10556,15077,909,3,17-11-2024
R10557,15268,3519,4.5,17-11-2024
R10558,15166,574,4.5,17-11-2024
R10559,15285,3423,4,17-11-2024
R10560,15299,2720,3.5,17-11-2024
R10561,15035,2027,4.5,17-11-2024
R10562,15259,2945,5,17-11-2024
R10563,15056,4214,3.5,17-11-2024
R10564,15101,1369,4,17-11-2024
R10565,15158,2754,4,17-11-2024
R10566,15291,1945,4.5,17-11-2024
R10567,15128,1148,4,17-11-2024
R10568,15077,2352,4,17-11-2024
R10569,15083,558,5,17-11-2024
R10570,15243,2841,5,18-11-2024
R10571,15000,2389,4,18-11-2024
R10572,15269,4148,1.5,18-11-2024
R10573,15296,3218,4,18-11-2024
R10574,15017,3470,5,18-11-2024
R10575,15103,1022,5,18-11-2024
R10576,15168,3548,4.5,18-11-2024
R10577,15267,992,5,18-11-2024
R10578,15107,4031,3.5,18-11-2024
R10579,15172,2157,5,18-11-2024
R10580,15023,1739,4,18-11-2024
R10581,15224,725,4,18-11-2024
R10582,15094,1767,4.5,18-11-2024
R10583,15213,1499,1,18-11-2024
R10584,15301,488,3,18-11-2024
R10585,15282,531,4.5,18-11-2024
R10586,15020,1013,5,18-11-2024
R10587,15141,427,5,18-11-2024
R10588,15194,3540,4,18-11-2024
R10589,15040,4075,4,18-11-2024
R10590,15112,2616,1,18-11-2024
R10591,15101,2242,4,18-11-2024
R10592,15019,2598,3,18-11-2024
R10593,15202,2124,4,18-11-2024
R10594,15229,2418,4,18-11-2024
R10595,15207,3031,4.5,18-11-2024
R10596,15141,2563,3,18-11-2024
R10597,15158,982,3.5,18-11-2024
R10598,15254,561,4,18-11-2024
R10599,15311,1889,2,18-11-2024
R10600,15082,3836,4,18-11-2024
R10601,15215,3620,4.5,18-11-2024
R10602,15007,3772,4.5,18-11-2024
R10603,15095,4031,4,18-11-2024
R10604,15277,3001,5,18-11-2024
R10605,15198,2952,4,18-11-2024
R10606,15052,1544,3.5,18-11-2024
R10607,15183,3061,4.5,18-11-2024
R10608,15308,1296,4,18-11-2024
R10609,15293,655,5,18-11-2024
R10610,15199,3783,4.5,18-11-2024
R10611,15236,2083,5,18-11-2024
R10612,15275,1369,4,18-11-2024
R10613,15287,378,2.5,18-11-2024
R10614,15194,2598,3,18-11-2024
R10615,15274,921,5,18-11-2024
R10616,15021,3692,3.5,18-11-2024
R10617,15056,4025,4.5,18-11-2024
R10618,15056,4044,4.5,18-11-2024
R10619,15224,1673,4,18-11-2024
R10620,15001,689,4,19-11-2024
R10621,15019,2012,5,19-11-2024
R10622,15217,3053,4,19-11-2024
R10623,15179,2012,4.5,19-11-2024
R10624,15105,4229,4,19-11-2024
R10625,15283,1227,3.5,19-11-2024
R10626,15301,3757,3,19-11-2024
R10627,15306,1521,4,19-11-2024
R10628,15171,1384,1.5,19-11-2024
R10629,15308,1389,3,19-11-2024
R10630,15205,1321,1,19-11-2024
R10631,15166,1177,4,19-11-2024
R10632,15165,45,5,19-11-2024
R10633,15120,1739,5,19-11-2024
R10634,15316,2308,3.5,19-11-2024
R10635,15019,2614,3,19-11-2024
R10636,15000,3004,4.5,19-11-2024
R10637,15095,1936,3.5,19-11-2024
R10638,15076,1140,4.5,19-11-2024
R10639,15298,3570,5,19-11-2024
R10640,15249,3844,4,19-11-2024
R10641,15115,3579,4,19-11-2024
R10642,15115,1676,3.5,19-11-2024
R10643,15259,2278,5,19-11-2024
R10644,15150,4016,3.5,19-11-2024
R10645,15103,2754,4.5,19-11-2024
R10647,15145,3232,5,19-11-2024
R10648,15321,3996,5,19-11-2024
R10649,15169,1710,5,19-11-2024
R10650,15085,676,4.5,19-11-2024
R10651,15274,3199,5,19-11-2024
R10652,15237,3195,3,19-11-2024
R10653,15073,2479,3.5,19-11-2024
R10654,15223,2628,2.5,19-11-2024
R10655,15056,2952,4,19-11-2024
R10656,15063,997,4,19-11-2024
R10657,15298,257,4,19-11-2024
R10659,15005,3859,3.5,19-11-2024
R10660,15220,3783,4.5,19-11-2024
R10661,15077,1369,4,19-11-2024
R10662,15059,3999,4,19-11-2024
R10663,15273,2447,4,19-11-2024
R10664,15168,526,4.5,19-11-2024
R10665,15130,2274,4.5,19-11-2024
R10666,15296,639,5,19-11-2024
R10667,15249,3000,4,19-11-2024
R10668,15308,1369,3.5,19-11-2024
R10669,15196,11,4.5,19-11-2024
R10670,15073,857,5,19-11-2024
R10671,15165,472,3.5,19-11-2024
R10672,15322,2418,4,19-11-2024
R10673,15169,2362,4.5,19-11-2024
R10674,15110,3932,4.5,19-11-2024
R10675,15107,3826,4.5,19-11-2024
R10676,15321,4017,3.5,20-11-2024
R10677,15178,1487,3.5,20-11-2024
R10678,15095,2366,3.5,20-11-2024
R10679,15334,48,4,20-11-2024
R10680,15019,1175,4.5,20-11-2024
R10681,15199,1353,4.5,20-11-2024
R10682,15154,2732,3,20-11-2024
R10683,15202,545,4,20-11-2024
R10684,15099,3299,4,20-11-2024
R10685,15081,2663,3.5,20-11-2024
R10686,15230,3435,5,20-11-2024
R10687,15130,187,4.5,20-11-2024
R10688,15271,2418,3.5,20-11-2024
R10689,15078,3842,3.5,20-11-2024
R10690,15002,1460,4,20-11-2024
R10691,15267,3248,4.5,20-11-2024
R10692,15052,1054,5,20-11-2024
R10693,15273,2669,3.5,20-11-2024
R10694,15224,2577,3.5,20-11-2024
R10695,15211,1334,4.5,20-11-2024
R10696,15220,570,4.1,20-11-2024
R10697,15207,2197,5,20-11-2024
R10698,15271,2503,5,20-11-2024
R10699,15273,496,5,20-11-2024
R10700,15172,3598,5,20-11-2024
R10701,15194,2722,2,20-11-2024
R10702,15220,3166,3.5,20-11-2024
R10703,15202,2401,3.5,20-11-2024
R10704,15267,3627,4.5,20-11-2024
R10705,15301,3421,5,20-11-2024
R10706,15205,876,5,20-11-2024
R10707,15329,2245,5,20-11-2024
R10708,15022,1255,4,20-11-2024
R10709,15015,912,4.5,20-11-2024
R10710,15329,2674,3,20-11-2024
R10711,15023,942,4.5,20-11-2024
R10712,15225,1208,3.5,20-11-2024
R10713,15167,1294,4,20-11-2024
R10714,15285,1596,3.5,20-11-2024
R10715,15099,4221,4,20-11-2024
R10716,15183,970,4,20-11-2024
R10717,15198,3738,4.5,20-11-2024
R10718,15291,1767,4.5,20-11-2024
R10719,15136,3000,4,20-11-2024
R10720,15308,447,5,20-11-2024
R10721,15154,703,4.5,20-11-2024
