watch_id,user_id,movie_id,watch_date,watch_duration,device_type
W20214,15060,3772,05-11-2024,114,Smart Tv
W20215,15010,183,05-11-2024,103,Mobile
W20216,15014,2050,05-11-2024,135,Laptop
W20217,15061,4094,05-11-2024,115,Mobile
W20218,15007,4049,05-11-2024,23,Mobile
W20219,15042,1531,05-11-2024,70,Laptop
W20220,15072,3932,05-11-2024,68,Smart Tv
W20221,15031,1874,05-11-2024,92,Smart Tv
W20222,15000,331,05-11-2024,111,Smart Tv
W20223,15014,1874,05-11-2024,90,Smart Tv
W20224,15090,3627,05-11-2024,126,Laptop
W20225,15042,942,05-11-2024,88,Smart Tv
W20226,15012,4214,05-11-2024,49,Laptop
W20227,15021,1834,05-11-2024,44,Smart Tv
W20228,15045,201,05-11-2024,12,Smart Tv
W20229,15093,2577,05-11-2024,51,Mobile
W20230,15056,3543,06-11-2024,101,Laptop
W20231,15080,1447,06-11-2024,98,Laptop
W20232,15014,1503,06-11-2024,115,Laptop
W20233,15017,2477,06-11-2024,11,Laptop
W20234,15007,1936,06-11-2024,14,Mobile
W20235,15046,1314,06-11-2024,11,Laptop
W20236,15071,86,06-11-2024,69,Laptop
W20237,15058,1595,06-11-2024,84,Mobile
W20238,15089,1945,06-11-2024,17,Mobile
W20239,15023,2674,06-11-2024,113,Smart Tv
W20240,15110,3439,06-11-2024,91,Laptop
W20241,15064,1945,06-11-2024,85,Smart Tv
W20242,15056,2315,06-11-2024,56,Laptop
W20243,15069,3540,06-11-2024,127,Smart Tv
W20244,15031,2674,06-11-2024,114,Laptop
W20245,15090,3195,06-11-2024,51,Smart Tv
W20246,15000,165,06-11-2024,130,Laptop
W20247,15085,3742,06-11-2024,126,Laptop
W20248,15097,2027,06-11-2024,115,Smart Tv
W20249,15067,3232,06-11-2024,80,Laptop
W20250,15051,2168,06-11-2024,15,Smart Tv
W20251,15081,1534,06-11-2024,66,Laptop
W20252,15024,2268,06-11-2024,82,Smart Tv
W20253,15086,3057,06-11-2024,145,Laptop
W20254,15002,622,06-11-2024,5,Smart Tv
W20255,15036,3871,06-11-2024,102,Laptop
W20256,15031,2995,06-11-2024,113,Laptop
W20257,15025,1185,06-11-2024,8,Laptop
W20258,15057,1398,06-11-2024,100,Smart Tv
W20259,15016,1479,06-11-2024,114,Smart Tv
W20260,15018,4105,06-11-2024,110,Mobile
W20261,15045,1869,06-11-2024,105,Laptop
W20262,15051,3410,06-11-2024,124,Laptop
W20263,15002,3681,06-11-2024,124,Smart Tv
W20264,15011,3773,06-11-2024,6,Mobile
W20265,15106,3563,06-11-2024,106,Mobile
W20266,15031,2674,06-11-2024,11,Laptop
W20267,15067,2841,06-11-2024,104,Laptop
W20268,15097,2722,06-11-2024,76,Smart Tv
W20269,15109,3831,06-11-2024,66,Laptop
W20270,15095,447,06-11-2024,104,Laptop
W20271,15039,2098,06-11-2024,136,Mobile
W20272,15090,1499,06-11-2024,144,Laptop
W20273,15078,3738,06-11-2024,127,Laptop
W20274,15092,12,06-11-2024,56,Mobile
W20275,15022,1191,06-11-2024,18,Mobile
W20276,15035,3283,06-11-2024,97,Laptop
W20277,15007,1529,06-11-2024,92,Mobile
W20278,15079,1191,06-11-2024,123,Laptop
W20279,15074,3286,06-11-2024,25,Smart Tv
W20280,15093,3456,06-11-2024,128,Laptop
W20281,15028,194,06-11-2024,114,Laptop
W20282,15050,2656,06-11-2024,14,Mobile
W20283,15038,702,06-11-2024,90,Smart Tv
W20284,15005,2817,06-11-2024,135,Laptop
W20285,15114,2841,06-11-2024,49,Laptop
W20286,15063,1482,06-11-2024,121,Laptop
W20287,15034,3787,06-11-2024,125,Smart Tv
W20288,15069,2151,06-11-2024,97,Laptop
W20289,15053,2287,06-11-2024,107,Mobile
W20290,15048,472,06-11-2024,90,Laptop
W20291,15088,2882,06-11-2024,101,Smart Tv
W20292,15004,194,06-11-2024,114,Smart Tv
W20293,15052,45,06-11-2024,111,Laptop
W20294,15083,636,06-11-2024,96,Smart Tv
W20295,15071,1335,06-11-2024,150,Laptop
W20296,15100,2041,06-11-2024,122,Laptop
W20297,15049,472,06-11-2024,43,Mobile
W20298,15018,3156,06-11-2024,11,Laptop
W20299,15093,4049,06-11-2024,150,Smart Tv
W20300,15085,673,06-11-2024,130,Laptop
W20301,15020,2027,06-11-2024,113,Laptop
W20302,15080,4008,06-11-2024,137,Smart Tv
W20303,15083,2503,06-11-2024,126,Laptop
W20304,15015,1406,06-11-2024,105,Smart Tv
W20305,15037,3561,06-11-2024,95,Smart Tv
W20306,15084,2842,06-11-2024,138,Laptop
W20307,15057,1959,06-11-2024,81,Smart Tv
W20308,15056,823,06-11-2024,79,Smart Tv
W20309,15048,3456,07-11-2024,135,Smart Tv
W20310,15077,3816,07-11-2024,84,Laptop
W20311,15005,62,07-11-2024,104,Mobile
W20312,15109,4098,07-11-2024,104,Laptop
W20313,15101,3710,07-11-2024,85,Laptop
W20314,15104,1510,07-11-2024,115,Laptop
W20316,15017,2242,07-11-2024,89,Smart Tv
W20317,15030,2669,07-11-2024,89,Smart Tv
W20318,15043,3772,07-11-2024,106,Smart Tv
W20319,15091,3548,07-11-2024,50,Mobile
W20320,15108,1959,07-11-2024,89,Laptop
W20321,15055,1887,07-11-2024,96,Laptop
W20322,15052,2768,07-11-2024,85,Smart Tv
W20323,15061,1710,07-11-2024,86,Smart Tv
W20324,15029,2090,07-11-2024,125,Smart Tv
W20325,15075,1013,07-11-2024,12,Mobile
W20326,15132,2663,07-11-2024,9,Smart Tv
W20327,15073,3742,07-11-2024,127,Mobile
W20328,15101,1960,07-11-2024,93,Laptop
W20329,15131,701,07-11-2024,126,Laptop
W20330,15089,1425,07-11-2024,110,Laptop
W20331,15102,2050,07-11-2024,10,Smart Tv
W20332,15115,3842,07-11-2024,108,Laptop
W20333,15103,1369,07-11-2024,55,Smart Tv
W20334,15048,41,07-11-2024,94,Smart Tv
W20335,15106,570,07-11-2024,141,Smart Tv
W20336,15038,1135,07-11-2024,16,Smart Tv
W20337,15045,2661,07-11-2024,84,Smart Tv
W20338,15096,1936,07-11-2024,91,Mobile
W20339,15119,488,07-11-2024,79,Laptop
W20340,15029,2549,07-11-2024,74,Laptop
W20341,15031,2320,07-11-2024,103,Laptop
W20342,15130,2723,07-11-2024,94,Laptop
W20343,15066,3783,07-11-2024,45,Laptop
W20344,15088,1162,07-11-2024,8,Smart Tv
W20345,15002,1671,07-11-2024,104,Laptop
W20346,15072,1359,07-11-2024,69,Mobile
W20347,15065,2817,07-11-2024,131,Laptop
W20348,15040,4025,07-11-2024,114,Smart Tv
W20349,15034,670,07-11-2024,106,Laptop
W20350,15029,378,07-11-2024,169,Laptop
W20351,15084,1175,07-11-2024,131,Smart Tv
W20352,15112,1369,07-11-2024,16,Laptop
W20353,15020,3673,07-11-2024,46,Laptop
W20354,15056,3031,07-11-2024,116,Smart Tv
W20355,15053,2303,07-11-2024,39,Mobile
W20356,15034,2036,07-11-2024,57,Laptop
W20357,15017,812,07-11-2024,63,Laptop
W20358,15097,823,07-11-2024,80,Laptop
W20359,15004,3000,07-11-2024,128,Laptop
W20360,15015,2720,07-11-2024,85,Laptop
W20361,15077,437,07-11-2024,108,Smart Tv
W20362,15111,2825,07-11-2024,91,Laptop
W20363,15008,1226,07-11-2024,113,Laptop
W20364,15104,1433,07-11-2024,83,Laptop
W20365,15119,488,07-11-2024,11,Laptop
W20366,15103,296,07-11-2024,112,Laptop
W20367,15125,2352,07-11-2024,98,Smart Tv
W20368,15097,764,07-11-2024,82,Smart Tv
W20369,15129,1978,07-11-2024,117,Laptop
W20370,15016,1823,07-11-2024,118,Smart Tv
W20371,15037,261,07-11-2024,102,Laptop
W20372,15006,3988,07-11-2024,94,Mobile
W20373,15034,2351,07-11-2024,122,Smart Tv
W20374,15023,1627,07-11-2024,87,Smart Tv
W20375,15073,1170,07-11-2024,148,Mobile
W20376,15064,3762,07-11-2024,100,Mobile
W20377,15117,437,07-11-2024,107,Smart Tv
W20378,15021,1991,07-11-2024,88,Laptop
W20379,15037,1433,07-11-2024,85,Smart Tv
W20380,15077,2389,07-11-2024,12,Laptop
W20381,15112,3155,07-11-2024,114,Smart Tv
W20382,15075,3195,07-11-2024,99,Smart Tv
W20383,15076,2229,07-11-2024,14,Laptop
W20384,15107,2418,07-11-2024,113,Smart Tv
W20385,15016,1945,08-11-2024,94,Smart Tv
W20386,15084,1494,08-11-2024,57,Smart Tv
W20387,15023,4105,08-11-2024,6,Smart Tv
W20388,15004,447,08-11-2024,15,Laptop
W20389,15064,671,08-11-2024,99,Laptop
W20390,15080,2841,08-11-2024,105,Smart Tv
W20391,15107,516,08-11-2024,97,Smart Tv
W20392,15030,3783,08-11-2024,96,Mobile
W20393,15078,1388,08-11-2024,51,Smart Tv
W20394,15095,1150,08-11-2024,129,Mobile
W20395,15030,1479,08-11-2024,108,Unknown
W20396,15147,2401,08-11-2024,111,Smart Tv
W20397,15070,447,08-11-2024,61,Mobile
W20398,15046,48,08-11-2024,123,Mobile
W20399,15144,3778,08-11-2024,112,Smart Tv
W20400,15147,3248,08-11-2024,82,Laptop
W20401,15131,1433,08-11-2024,80,Laptop
W20402,15026,3312,08-11-2024,147,Laptop
W20403,15009,2663,08-11-2024,94,Smart Tv
W20404,15019,2479,08-11-2024,49,Laptop
W20405,15107,2691,08-11-2024,90,Mobile
W20406,15024,2778,08-11-2024,93,Laptop
W20407,15027,3101,08-11-2024,98,Laptop
W20408,15123,448,08-11-2024,95,Laptop
W20409,15047,2817,08-11-2024,132,Laptop
W20410,15137,240,08-11-2024,19,Mobile
W20411,15005,1486,08-11-2024,131,Mobile
W20412,15053,2316,08-11-2024,83,Mobile
W20413,15080,1622,08-11-2024,120,Smart Tv
W20414,15056,1544,08-11-2024,97,Smart Tv
W20415,15029,1823,08-11-2024,56,Laptop
W20416,15134,446,08-11-2024,104,Mobile
W20417,15143,2817,08-11-2024,133,Laptop
W20418,15085,1084,08-11-2024,114,Laptop
W20419,15076,2855,08-11-2024,102,Mobile
W20420,15004,3533,08-11-2024,136,Mobile
W20421,15108,2563,08-11-2024,88,Smart Tv
W20422,15044,2817,08-11-2024,129,Laptop
W20423,15006,2245,08-11-2024,126,Mobile
W20424,15069,2004,08-11-2024,79,Smart Tv
W20425,15074,1388,08-11-2024,99,Smart Tv
W20426,15110,238,08-11-2024,106,Laptop
W20427,15068,3811,08-11-2024,88,Smart Tv
W20428,15081,3057,08-11-2024,150,Mobile
W20429,15114,1352,08-11-2024,100,Smart Tv
W20430,15139,210,08-11-2024,129,Mobile
W20431,15011,3738,08-11-2024,128,Laptop
W20432,15067,1208,08-11-2024,13,Smart Tv
W20433,15012,1158,08-11-2024,29,Laptop
W20434,15070,3722,08-11-2024,111,Laptop
W20435,15036,1443,08-11-2024,133,Smart Tv
W20436,15077,3232,08-11-2024,80,Smart Tv
W20437,15092,3423,08-11-2024,79,Mobile
W20438,15051,2540,08-11-2024,92,Smart Tv
W20439,15056,552,08-11-2024,103,Smart Tv
W20440,15100,1945,08-11-2024,43,Smart Tv
W20441,15036,1767,08-11-2024,104,Laptop
W20442,15046,812,08-11-2024,7,Mobile
W20443,15033,4152,08-11-2024,161,Mobile
W20444,15106,2628,08-11-2024,89,Mobile
W20445,15062,3932,08-11-2024,12,Laptop
W20446,15039,1191,08-11-2024,119,Mobile
W20447,15043,4025,08-11-2024,111,Smart Tv
W20448,15132,3166,08-11-2024,126,Smart Tv
W20449,15014,2328,08-11-2024,101,Laptop
W20450,15092,1994,08-11-2024,116,Smart Tv
W20451,15122,3242,08-11-2024,105,Mobile
W20452,15057,3741,08-11-2024,122,Smart Tv
W20453,15144,2598,08-11-2024,118,Smart Tv
W20454,15012,2248,08-11-2024,58,Smart Tv
W20455,15114,2362,08-11-2024,139,Mobile
W20456,15116,530,08-11-2024,104,Smart Tv
W20457,15001,207,08-11-2024,114,Laptop
W20458,15074,2195,08-11-2024,135,Laptop
W20459,15028,183,08-11-2024,102,Smart Tv
W20460,15098,689,08-11-2024,125,Mobile
W20461,15142,950,08-11-2024,86,Laptop
W20462,15146,1321,08-11-2024,16,Smart Tv
W20463,15091,3897,08-11-2024,108,Laptop
W20464,15051,1909,08-11-2024,99,Laptop
W20465,15130,1733,08-11-2024,100,Laptop
W20466,15034,109,08-11-2024,101,Laptop
W20467,15000,1684,08-11-2024,121,Laptop
W20468,15038,2317,08-11-2024,64,Laptop
W20469,15027,2418,08-11-2024,119,Laptop
W20470,15082,790,08-11-2024,92,Laptop
W20471,15128,1727,08-11-2024,83,Smart Tv
W20472,15043,2015,08-11-2024,138,Laptop
W20473,15089,3061,08-11-2024,27,Laptop
W20474,15008,1552,08-11-2024,109,Laptop
W20475,15045,4229,08-11-2024,112,Smart Tv
W20476,15093,1612,08-11-2024,95,Smart Tv
W20477,15075,3133,08-11-2024,119,Mobile
W20478,15110,3333,08-11-2024,75,Smart Tv
W20479,15099,1513,08-11-2024,109,Laptop
W20480,15015,302,08-11-2024,80,Smart Tv
W20481,15003,329,08-11-2024,122,Smart Tv
W20482,15139,446,08-11-2024,106,Mobile
W20483,15103,670,08-11-2024,111,Smart Tv
W20484,15004,4105,08-11-2024,105,Mobile
W20485,15024,2912,08-11-2024,133,Laptop
W20486,15107,3540,08-11-2024,129,Smart Tv
W20487,15061,2754,08-11-2024,93,Mobile
W20488,15080,1868,08-11-2024,63,Smart Tv
W20489,15131,3771,08-11-2024,116,Laptop
W20490,15066,3163,08-11-2024,116,Mobile
W20491,15123,2565,08-11-2024,86,Laptop
W20492,15089,622,08-11-2024,116,Laptop
W20493,15098,1521,08-11-2024,134,Mobile
W20494,15088,1140,08-11-2024,124,Smart Tv
W20495,15076,1035,08-11-2024,7,Mobile
W20496,15112,3871,08-11-2024,97,Laptop
W20497,15078,191,08-11-2024,101,Laptop
W20498,15096,3423,08-11-2024,35,Laptop
W20499,15112,917,08-11-2024,92,Laptop
W20500,15085,3579,08-11-2024,124,Smart Tv
W20501,15138,3162,08-11-2024,86,Mobile
W20502,15027,3779,08-11-2024,92,Mobile
W20503,15112,3540,08-11-2024,136,Smart Tv
W20504,15121,3742,08-11-2024,67,Laptop
W20505,15084,3842,08-11-2024,52,Laptop
W20506,15110,1302,08-11-2024,121,Smart Tv
W20507,15070,3738,08-11-2024,77,Mobile
W20508,15022,2952,08-11-2024,82,Mobile
W20509,15126,982,08-11-2024,91,Smart Tv
W20510,15003,2837,08-11-2024,102,Laptop
W20511,15041,3222,08-11-2024,93,Mobile
W20512,15021,3439,08-11-2024,6,Mobile
W20513,15071,1767,08-11-2024,100,Mobile
W20514,15041,3000,08-11-2024,20,Mobile
W20515,15112,3871,08-11-2024,53,Smart Tv
W20516,15094,737,08-11-2024,128,Smart Tv
W20517,15055,2096,08-11-2024,102,Smart Tv
W20518,15124,1229,08-11-2024,45,Mobile
W20519,15102,3232,08-11-2024,17,Smart Tv
W20520,15067,4221,08-11-2024,9,Laptop
W20521,15030,2027,08-11-2024,115,Laptop
W20522,15014,531,08-11-2024,81,Laptop
W20523,15142,2316,08-11-2024,87,Smart Tv
W20524,15038,3004,08-11-2024,124,Laptop
W20525,15094,3288,08-11-2024,134,Laptop
W20526,15129,2754,08-11-2024,16,Mobile
W20527,15096,2817,08-11-2024,125,Mobile
W20528,15043,2015,08-11-2024,127,Smart Tv
W20529,15040,1303,09-11-2024,26,Mobile
W20530,15167,378,09-11-2024,178,Washing Machine
W20531,15063,3932,09-11-2024,116,Laptop
W20532,15066,2203,09-11-2024,106,Laptop
W20533,15059,2418,09-11-2024,121,Smart Tv
W20534,15170,1216,09-11-2024,179,Smart Tv
W20535,15170,2041,09-11-2024,118,Mobile
W20536,15036,1341,09-11-2024,123,Laptop
W20537,15048,2720,09-11-2024,90,Smart Tv
W20538,15034,438,09-11-2024,126,Laptop
W20539,15068,1054,09-11-2024,75,Laptop
W20540,15008,1597,09-11-2024,107,Laptop
W20541,15079,285,09-11-2024,106,Laptop
W20542,15050,1175,09-11-2024,65,Laptop
W20543,15152,3532,09-11-2024,86,Smart Tv
W20544,15099,488,09-11-2024,86,Laptop
W20545,15067,2514,09-11-2024,100,Mobile
W20546,15056,3195,09-11-2024,58,Smart Tv
W20547,15141,2289,09-11-2024,94,Laptop
W20548,15163,2652,09-11-2024,80,Smart Tv
W20549,15080,1891,09-11-2024,142,Smart Tv
W20550,15081,23,09-11-2024,146,Mobile
W20551,15165,1384,09-11-2024,101,Laptop
W20553,15083,1433,09-11-2024,85,Mobile
W20554,15037,1353,09-11-2024,120,Smart Tv
W20555,15144,3155,09-11-2024,113,Laptop
W20556,15021,1665,09-11-2024,9,Mobile
W20557,15157,636,09-11-2024,99,Mobile
W20558,15021,4204,09-11-2024,135,Laptop
W20559,15030,2912,09-11-2024,67,Laptop
W20560,15058,1185,09-11-2024,122,Mobile
W20561,15047,269,09-11-2024,24,Mobile
W20562,15123,982,09-11-2024,92,Smart Tv
W20563,15166,3172,09-11-2024,79,Laptop
W20564,15162,1398,09-11-2024,46,Laptop
W20565,15147,1314,09-11-2024,78,Smart Tv
W20566,15115,636,09-11-2024,96,Smart Tv
W20567,15112,1347,09-11-2024,149,Smart Tv
W20568,15120,3836,09-11-2024,132,Mobile
W20569,15170,2882,09-11-2024,95,Laptop
W20570,15067,1255,09-11-2024,83,Smart Tv
W20571,15124,1294,09-11-2024,14,Mobile
